EEID,First Name,Last Name,Gender,Age,Job Title,Department,Business Unit,Ethnicity,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E01089,Nicholas,Brooks,Male,43,Analyst II,Accounting,Manufacturing,Caucasian,20/10/2017,"$56,555 ",0% ,United States,Phoenix,
E03988,Dominic,Thomas,Male,48,Analyst II,Marketing,Manufacturing,Caucasian,28/09/2005,"$74,655 ",0% ,United States,Austin,
E00401,Wesley,Adams,Male,48,System Administrator ,IT,Corporate,Caucasian,11/08/2003,"$93,017 ",0% ,United States,Seattle,
E03429,Ian,Wu,Male,51,Sr. Analyst,Marketing,Manufacturing,Asian,14/04/2012,"$82,300 ",0% ,China,Chengdu,
E02417,Alice,Young,Female,46,Automation Engineer,Engineering,Research & Development,Caucasian,24/01/2008,"$91,621 ",0% ,United States,Chicago,
E00359,Logan,Carrillo,Male,33,Sr. Analyst,Marketing,Research & Development,Latino,30/11/2014,"$91,280 ",0% ,United States,Miami,
E02044,Caroline,Alexander,Female,42,Business Partner,Human Resources,Manufacturing,Black,18/09/2020,"$47,071 ",0% ,United States,Columbus,
E01479,Serenity,Bailey,Female,55,IT Systems Architect,IT,Manufacturing,Caucasian,21/11/2011,"$81,218 ",0% ,United States,Chicago,
E04962,Elena,Tan,Female,50,Vice President,Engineering,Manufacturing,Asian,13/10/2008,"$181,801 ",40% ,China,Chongqing,11/12/2019
E02769,Eliza,Adams,Female,26,Account Representative,Sales,Manufacturing,Caucasian,21/11/2021,"$63,137 ",0% ,United States,Chicago,
E03893,Alice,Xiong,Female,55,Vice President,Engineering,Manufacturing,Asian,02/09/2018,"$221,465 ",34% ,China,Chengdu,
E00553,Isla,Yoon,Female,50,Quality Engineer,Engineering,Research & Development,Asian,10/05/2013,"$79,388 ",0% ,United States,Austin,04/08/2019
E03540,Emma,Perry,Female,28,Solutions Architect,IT,Manufacturing,Caucasian,22/01/2018,"$68,176 ",0% ,United States,Seattle,
E02769,Riley,Marquez,Female,39,Sr. Manger,Finance,Research & Development,Latino,18/10/2019,"$122,829 ",11% ,United States,Chicago,
E03277,Caroline,Hu,Female,31,Sr. Manger,Marketing,Speciality Products,Asian,18/08/2019,"$126,353 ",12% ,China,Shanghai,
E04194,Madison,Kumar,Female,55,Director,Accounting,Speciality Products,Asian,17/10/2010,"$188,727 ",23% ,China,Chengdu,
E01807,Matthew,Lim,Male,52,Sr. Analyst,Sales,Research & Development,Asian,18/02/1994,"$99,624 ",0% ,United States,Seattle,
E01762,Maya,Ngo,Female,55,Manager,Sales,Speciality Products,Asian,20/10/2012,"$108,686 ",6% ,United States,Columbus,
E02632,Alice,Soto,Female,56,Analyst,Accounting,Corporate,Latino,13/04/1995,"$50,857 ",0% ,Brazil,Manaus,
E04226,Andrew,Moore,Male,47,Operations Engineer,Engineering,Manufacturing,Caucasian,02/01/2001,"$120,628 ",0% ,United States,Chicago,
E04101,Olivia,Harris,Female,63,Director,Sales,Speciality Products,Caucasian,14/06/2020,"$181,216 ",27% ,United States,Columbus,
E01981,Genesis,Banks,Female,63,Analyst,Finance,Corporate,Caucasian,16/03/2012,"$46,081 ",0% ,United States,Chicago,
E02534,Victoria,Johnson,Female,55,Sr. Manger,Accounting,Corporate,Caucasian,28/05/2004,"$159,885 ",12% ,United States,Columbus,
E01238,Eloise,Griffin,Female,55,Director,Sales,Manufacturing,Caucasian,29/10/1995,"$153,271 ",15% ,United States,Austin,
E01118,Roman,Yang,Male,42,Manager,Human Resources,Manufacturing,Asian,12/12/2009,"$114,242 ",8% ,United States,Phoenix,
E04041,Clara,Huynh,Female,39,IT Coordinator,IT,Speciality Products,Asian,18/11/2020,"$48,415 ",0% ,China,Shanghai,
E04308,Kai,Flores,Male,35,Development Engineer,Engineering,Manufacturing,Latino,23/05/2017,"$65,566 ",0% ,United States,Seattle,
E01052,Jaxson,Dinh,Male,45,Sr. Manger,Marketing,Research & Development,Asian,03/05/2001,"$147,752 ",12% ,China,Shanghai,26/12/2011
E04165,Sophie,Vang,Female,25,Sr. Manger,Marketing,Manufacturing,Asian,14/09/2021,"$136,810 ",14% ,China,Chongqing,
E02295,Axel,Jordan,Male,47,Analyst,Sales,Corporate,Caucasian,28/02/2013,"$54,635 ",0% ,United States,Chicago,
E04546,Jade,Hunter,Female,42,Cloud Infrastructure Architect,IT,Corporate,Caucasian,05/02/2020,"$96,636 ",0% ,United States,Columbus,
E04217,Lydia,Williams,Female,35,System Administrator ,IT,Manufacturing,Black,29/10/2014,"$91,592 ",0% ,United States,Chicago,
E00650,Emery,Chang,Female,45,Business Partner,Human Resources,Research & Development,Asian,17/08/2000,"$55,563 ",0% ,China,Chengdu,
E00344,Savannah,He,Female,52,Director,IT,Research & Development,Asian,14/02/1996,"$159,724 ",23% ,China,Beijing,
E04645,Elias,Ahmed,Male,57,Vice President,Marketing,Corporate,Asian,04/08/2017,"$183,190 ",36% ,United States,Chicago,
E03880,Samantha,Woods,Female,56,Analyst,Accounting,Speciality Products,Caucasian,25/12/2019,"$54,829 ",0% ,United States,Phoenix,
E02730,Axel,Soto,Male,46,Quality Engineer,Engineering,Corporate,Latino,22/04/2005,"$96,639 ",0% ,Brazil,Rio de Janerio,
E04517,Amelia,Choi,Female,43,Manager,Marketing,Speciality Products,Asian,11/06/2006,"$117,278 ",9% ,United States,Miami,
E00965,Jacob,Khan,Male,53,Computer Systems Manager,IT,Speciality Products,Asian,09/02/2008,"$84,193 ",9% ,China,Shanghai,
E04639,Luna,Taylor,Female,47,Network Administrator,IT,Manufacturing,Caucasian,28/07/2018,"$87,806 ",0% ,United States,Seattle,
E00465,Dominic,Parker,Male,62,Test Engineer,Engineering,Research & Development,Caucasian,04/10/2011,"$63,959 ",0% ,United States,Seattle,
E03058,Angel,Xiong,Male,35,Vice President,IT,Research & Development,Asian,11/06/2015,"$234,723 ",36% ,China,Shanghai,
E02337,Emma,Cao,Female,27,Analyst,Accounting,Corporate,Asian,24/08/2019,"$50,809 ",0% ,China,Chongqing,
E04927,Ezekiel,Bryant,Male,55,Sr. Analyst,Finance,Manufacturing,Caucasian,19/07/2002,"$77,396 ",0% ,United States,Miami,
E03799,Natalie,Hwang,Female,63,Sr. Analyst,Finance,Speciality Products,Asian,31/12/1999,"$89,523 ",0% ,United States,Phoenix,
E04538,Adeline,Yang,Female,53,Cloud Infrastructure Architect,IT,Corporate,Asian,20/07/2011,"$86,173 ",0% ,China,Chongqing,
E02633,Allison,Roberts,Female,54,Vice President,Sales,Manufacturing,Black,19/08/2000,"$222,224 ",38% ,United States,Columbus,
E02965,Andrew,Do,Male,43,Sr. Manger,Finance,Research & Development,Asian,17/04/2021,"$146,140 ",15% ,United States,Seattle,
E04345,Eliana,Grant,Female,64,Engineering Manager,Engineering,Speciality Products,Caucasian,20/06/1994,"$109,456 ",10% ,United States,Chicago,
E02895,Mila,Soto,Female,65,Director,Finance,Research & Development,Latino,07/10/2008,"$170,221 ",15% ,Brazil,Manaus,
E01132,Gabriella,Johnson,Female,42,Computer Systems Manager,IT,Research & Development,Caucasian,01/03/2006,"$97,433 ",5% ,United States,Seattle,08/08/2015
E00758,Jonathan,Khan,Male,35,Account Representative,Sales,Manufacturing,Asian,30/08/2013,"$59,646 ",0% ,China,Shanghai,
E03750,Elias,Dang,Male,64,Director,Engineering,Speciality Products,Asian,29/08/1995,"$158,787 ",18% ,China,Chengdu,
E00144,Theodore,Ngo,Male,55,Controls Engineer,Engineering,Research & Development,Asian,29/04/2018,"$83,378 ",0% ,China,Beijing,
E02943,Bella,Lopez,Female,32,Sr. Analyst,Marketing,Corporate,Latino,12/11/2013,"$88,895 ",0% ,United States,Chicago,
E03901,Luca,Truong,Male,45,Director,Marketing,Corporate,Asian,11/12/2004,"$168,846 ",24% ,China,Chongqing,
E03461,Nathan,Lau,Male,35,Business Partner,Human Resources,Research & Development,Asian,22/02/2011,"$43,336 ",0% ,United States,Austin,12/07/2020
E03490,Henry,Campos,Male,38,Sr. Manger,Human Resources,Corporate,Latino,27/09/2009,"$127,801 ",15% ,United States,Phoenix,
E04466,Connor,Bell,Male,54,Network Administrator,IT,Corporate,Black,01/04/2000,"$76,352 ",0% ,United States,Austin,
E03226,Angel,Stewart,Male,28,Vice President,Finance,Corporate,Caucasian,22/06/2019,"$250,767 ",38% ,United States,Seattle,
E04607,Landon,Brown,Male,26,Vice President,Marketing,Corporate,Caucasian,27/09/2020,"$223,055 ",30% ,United States,Columbus,
E02678,Nicholas,Rivera,Male,45,Director,Engineering,Corporate,Latino,13/04/2007,"$189,680 ",23% ,Brazil,Sao Paulo,
E02190,Gabriel,Carter,Male,57,Test Engineer,Engineering,Manufacturing,Caucasian,18/07/2018,"$71,167 ",0% ,United States,Columbus,
E00747,Leilani,Baker,Female,59,Technical Architect,IT,Speciality Products,Caucasian,04/04/2010,"$76,027 ",0% ,United States,Seattle,
E00268,Ian,Flores,Male,48,Director,Engineering,Corporate,Latino,10/12/2019,"$183,113 ",24% ,Brazil,Rio de Janerio,
E01416,Hudson,Thompson,Male,30,Analyst II,Accounting,Manufacturing,Black,20/10/2020,"$67,753 ",0% ,United States,Phoenix,
E01524,Ian,Miller,Male,31,Computer Systems Manager,IT,Corporate,Black,13/10/2016,"$63,744 ",8% ,United States,Austin,
E03849,Harper,Chin,Female,50,Quality Engineer,Engineering,Manufacturing,Asian,09/07/2002,"$92,209 ",0% ,China,Shanghai,
E02801,Santiago,f Brooks,Male,51,Sr. Manger,Sales,Corporate,Black,01/09/2000,"$157,487 ",12% ,United States,Phoenix,
E04155,Dylan,Dominguez,Male,42,Sr. Analyst,Marketing,Research & Development,Latino,07/04/2015,"$99,697 ",0% ,Brazil,Rio de Janerio,
E01952,Everett,Lee,Male,45,Network Administrator,IT,Research & Development,Asian,26/02/2010,"$90,770 ",0% ,United States,Columbus,
E00116,Madelyn,Mehta,Female,64,Analyst,Sales,Speciality Products,Asian,28/01/2005,"$55,369 ",0% ,United States,Phoenix,
E04811,Athena,Vasquez,Female,59,Field Engineer,Engineering,Speciality Products,Latino,16/09/2014,"$69,578 ",0% ,Brazil,Rio de Janerio,
E00624,William,Watson,Male,41,Director,Accounting,Speciality Products,Caucasian,04/06/2013,"$167,526 ",26% ,United States,Miami,
E03404,Everleigh,Nunez,Female,42,Field Engineer,Engineering,Speciality Products,Latino,05/02/2021,"$65,507 ",0% ,Brazil,Manaus,
E01845,Leo,Fernandez,Male,54,Manager,Finance,Research & Development,Latino,28/04/1998,"$108,268 ",9% ,Brazil,Sao Paulo,15/05/2004
E04784,Joshua,Lin,Male,37,Technical Architect,IT,Research & Development,Asian,05/02/2016,"$80,055 ",0% ,China,Beijing,
E00145,Alexander,Rivera,Male,58,Sr. Analyst,Sales,Research & Development,Latino,27/04/2009,"$76,802 ",0% ,Brazil,Manaus,
E00218,David,Desai,Male,47,Vice President,Sales,Speciality Products,Asian,22/11/2016,"$253,249 ",31% ,United States,Austin,
E02185,Aubrey,Yoon,Female,60,Sr. Business Partner,Human Resources,Research & Development,Asian,11/11/2005,"$78,388 ",0% ,China,Chongqing,
E01070,Grayson,Brown,Male,38,Vice President,IT,Corporate,Caucasian,22/06/2016,"$249,870 ",34% ,United States,Chicago,
E03807,Noah,Chen,Male,63,Sr. Manger,Marketing,Manufacturing,Asian,01/03/2015,"$148,321 ",15% ,China,Beijing,
E00784,Ella,Nguyen,Female,60,Service Desk Analyst,IT,Corporate,Asian,10/02/2004,"$90,258 ",0% ,China,Chongqing,
E04925,Athena,Jordan,Female,42,System Administrator ,IT,Manufacturing,Black,19/02/2011,"$72,486 ",0% ,United States,Seattle,
E04448,Adrian,Ruiz,Male,34,Sr. Analyst,Finance,Corporate,Latino,04/09/2014,"$95,499 ",0% ,Brazil,Sao Paulo,11/08/2017
E04817,Zoe,Sanchez,Female,53,Sr. Analyst,Accounting,Research & Development,Latino,23/12/2004,"$90,212 ",0% ,Brazil,Sao Paulo,
E00325,Jameson,Chen,Male,39,Vice President,Marketing,Research & Development,Asian,05/12/2019,"$254,057 ",39% ,China,Shanghai,
E00403,Liliana,Soto,Female,58,Business Partner,Human Resources,Manufacturing,Latino,12/10/2010,"$43,001 ",0% ,United States,Austin,
E00436,Lincoln,Reyes,Male,60,Computer Systems Manager,IT,Manufacturing,Latino,03/08/1998,"$85,120 ",9% ,United States,Seattle,
E04358,Grayson,Soto,Male,34,Business Partner,Human Resources,Manufacturing,Latino,03/08/2015,"$52,200 ",0% ,United States,Columbus,
E04662,Julia,Morris,Female,60,Sr. Manger,Human Resources,Corporate,Caucasian,18/10/2008,"$150,855 ",11% ,United States,Phoenix,
E01496,Ava,Ortiz,Female,53,Enterprise Architect,IT,Manufacturing,Latino,20/07/2004,"$65,702 ",0% ,United States,Columbus,
E01870,Carson,Chau,Male,58,Director,Finance,Corporate,Asian,12/10/2007,"$162,038 ",24% ,China,Chongqing,
E03971,Lillian,Chen,Female,25,Sr. Manger,Marketing,Research & Development,Asian,09/04/2020,"$157,057 ",10% ,United States,Columbus,
E03616,Josiah,Lewis,Male,46,Manager,IT,Research & Development,Caucasian,11/08/2021,"$127,559 ",10% ,United States,Austin,
E00153,Claire,Jones,Female,39,Field Engineer,Engineering,Corporate,Caucasian,12/03/2019,"$62,644 ",0% ,United States,Seattle,
E02313,Jeremiah,Lu,Male,50,Network Architect,IT,Manufacturing,Asian,06/03/2001,"$73,907 ",0% ,China,Shanghai,
E02960,Nova,Hill,Female,56,Sr. Analyst,Accounting,Manufacturing,Caucasian,10/03/2018,"$90,040 ",0% ,United States,Chicago,
E00096,Peyton,Cruz,Female,30,Development Engineer,Engineering,Manufacturing,Latino,26/05/2016,"$91,134 ",0% ,Brazil,Sao Paulo,
E02140,Naomi,Zhao,Female,45,Vice President,Human Resources,Speciality Products,Asian,22/09/2021,"$201,396 ",32% ,United States,Miami,
E00826,Rylee,Bui,Female,55,Analyst,Accounting,Corporate,Asian,22/12/2011,"$54,733 ",0% ,China,Chongqing,
E03881,Andrew,Reed,Male,28,System Administrator ,IT,Corporate,Black,17/06/2019,"$65,341 ",0% ,United States,Miami,11/04/2022
E02604,Brooklyn,Collins,Female,59,Sr. Manger,Finance,Corporate,Black,27/10/2018,"$139,208 ",11% ,United States,Austin,
E02613,John,Jung,Male,63,Sr. Analyst,Sales,Speciality Products,Asian,12/03/2018,"$73,200 ",0% ,China,Shanghai,
E00864,Samantha,Aguilar,Female,46,Manager,Accounting,Speciality Products,Latino,24/04/2010,"$102,636 ",6% ,United States,Seattle,
E01760,Madeline,Acosta,Female,26,Sr. Account Representative,Sales,Speciality Products,Latino,09/02/2021,"$87,427 ",0% ,Brazil,Sao Paulo,
E03223,Ethan,Joseph,Male,45,IT Coordinator,IT,Research & Development,Caucasian,28/05/2018,"$49,219 ",0% ,United States,Columbus,
E01262,Miles,Mehta,Male,50,Manager,Finance,Manufacturing,Asian,19/05/2018,"$106,437 ",7% ,China,Chongqing,
E01075,Joshua,Juarez,Male,46,Analyst II,Finance,Manufacturing,Latino,05/05/2015,"$64,364 ",0% ,Brazil,Sao Paulo,
E00364,Matthew,Howard,Male,50,Director,Human Resources,Manufacturing,Caucasian,17/10/2021,"$172,180 ",30% ,United States,Columbus,
E04108,Jade,Figueroa,Female,33,Sr. Analyst,Sales,Manufacturing,Latino,14/05/2012,"$88,343 ",0% ,Brazil,Rio de Janerio,
E02917,Everett,Morales,Male,57,Solutions Architect,IT,Speciality Products,Latino,10/07/2014,"$66,649 ",0% ,Brazil,Rio de Janerio,
E03720,Genesis,Hunter,Female,48,Manager,Finance,Corporate,Caucasian,22/04/1999,"$102,847 ",5% ,United States,Chicago,
E03393,Henry,Figueroa,Male,46,Sr. Manger,Finance,Manufacturing,Latino,19/07/2010,"$134,881 ",15% ,Brazil,Manaus,
E02977,Nicholas,Song,Male,52,Analyst II,Marketing,Manufacturing,Asian,23/05/1999,"$68,807 ",0% ,China,Chengdu,30/11/2015
E03371,Jack,Alexander,Male,56,Vice President,IT,Manufacturing,Caucasian,29/05/2006,"$228,822 ",36% ,United States,Miami,
E02531,Jameson,Foster,Male,28,Analyst,Marketing,Manufacturing,Caucasian,18/07/2021,"$43,391 ",0% ,United States,Columbus,
E02473,Leonardo,Lo,Male,29,Quality Engineer,Engineering,Speciality Products,Asian,15/11/2021,"$91,782 ",0% ,China,Chongqing,
E02468,Ella,Huang,Female,45,Vice President,Marketing,Corporate,Asian,28/02/2016,"$211,637 ",31% ,United States,Chicago,
E01499,Liam,Jordan,Male,28,Computer Systems Manager,IT,Manufacturing,Caucasian,08/08/2020,"$73,255 ",9% ,United States,Phoenix,
E03697,Isaac,Woods,Male,28,Manager,Sales,Corporate,Caucasian,08/01/2021,"$108,826 ",10% ,United States,Miami,
E00593,Luke,Wilson,Male,34,Solutions Architect,IT,Speciality Products,Caucasian,24/05/2016,"$94,352 ",0% ,United States,Miami,
E01103,Lyla,Alvarez,Female,55,IT Systems Architect,IT,Research & Development,Latino,30/08/1994,"$73,955 ",0% ,United States,Phoenix,
E03889,Caleb,Flores,Male,34,Manager,Human Resources,Manufacturing,Latino,13/08/2013,"$113,909 ",6% ,Brazil,Rio de Janerio,
E01958,Angel,Lin,Male,27,Network Administrator,IT,Manufacturing,Asian,24/12/2020,"$92,321 ",0% ,United States,Chicago,
E01870,Easton,Moore,Male,52,Computer Systems Manager,IT,Research & Development,Caucasian,23/05/2013,"$99,557 ",9% ,United States,Seattle,
E01167,Kinsley,Collins,Female,28,Automation Engineer,Engineering,Speciality Products,Caucasian,14/11/2018,"$115,854 ",0% ,United States,Phoenix,
E00099,Brooklyn,Salazar,Female,44,IT Systems Architect,IT,Manufacturing,Latino,01/03/2011,"$82,462 ",0% ,United States,Austin,
E00044,Scarlett,Jenkins,Female,53,Vice President,IT,Research & Development,Caucasian,09/11/2011,"$198,473 ",32% ,United States,Miami,
E00711,Melody,Chin,Female,43,Sr. Manger,Finance,Corporate,Asian,15/10/2006,"$153,492 ",11% ,United States,Chicago,
E04795,Eloise,Alexander,Female,28,Vice President,Human Resources,Corporate,Black,21/01/2018,"$208,210 ",30% ,United States,Seattle,
E03912,Carter,Turner,Male,33,Sr. Analyst,Marketing,Corporate,Caucasian,17/11/2015,"$91,632 ",0% ,United States,Phoenix,
E02103,Andrew,Ma,Male,31,HRIS Analyst,Human Resources,Corporate,Asian,24/09/2017,"$71,755 ",0% ,China,Chongqing,
E04213,Hailey,Xi,Female,52,Manager,Accounting,Corporate,Asian,19/11/2021,"$111,006 ",8% ,China,Chongqing,
E04756,Aiden,Le,Male,55,Cloud Infrastructure Architect,IT,Corporate,Asian,24/12/1994,"$99,774 ",0% ,United States,Austin,
E04114,Christopher,Lim,Male,55,Director,IT,Research & Development,Asian,13/03/2007,"$184,648 ",24% ,China,Shanghai,
E01423,James,Castillo,Male,51,Vice President,IT,Manufacturing,Latino,19/07/2001,"$247,874 ",33% ,Brazil,Manaus,
E03181,Greyson,Dang,Male,60,Development Engineer,Engineering,Manufacturing,Asian,11/05/2009,"$62,239 ",0% ,China,Beijing,
E03305,Hannah,King,Female,31,Manager,Accounting,Speciality Products,Caucasian,07/10/2014,"$114,911 ",7% ,United States,Chicago,
E00703,Wesley,Dominguez,Male,45,Engineering Manager,Engineering,Corporate,Latino,27/04/2018,"$115,490 ",12% ,United States,Chicago,
E04403,Dominic,Hu,Male,34,Manager,Accounting,Speciality Products,Asian,13/02/2012,"$118,708 ",7% ,China,Shanghai,
E00103,Nora,Park,Female,29,Director,Accounting,Speciality Products,Asian,28/06/2017,"$197,649 ",20% ,United States,Columbus,
E04487,Audrey,Hwang,Female,45,Sr. Analyst,Accounting,Speciality Products,Asian,17/06/2020,"$89,841 ",0% ,China,Beijing,
E01194,Ella,Jenkins,Female,52,Analyst II,Finance,Speciality Products,Caucasian,20/12/2019,"$61,026 ",0% ,United States,Phoenix,
E02179,Peyton,Owens,Female,48,Controls Engineer,Engineering,Speciality Products,Caucasian,25/09/2014,"$96,693 ",0% ,United States,Chicago,
E04242,Alice,Lopez,Female,48,Test Engineer,Engineering,Speciality Products,Latino,27/06/2009,"$82,907 ",0% ,United States,Seattle,
E01371,Dominic,Le,Male,41,Vice President,Marketing,Corporate,Asian,04/10/2014,"$257,194 ",35% ,China,Chongqing,
E03065,Ezra,Ortiz,Male,41,Quality Engineer,Engineering,Research & Development,Latino,21/01/2012,"$94,658 ",0% ,United States,Miami,
E01377,Grayson,Luu,Male,55,Quality Engineer,Engineering,Research & Development,Asian,30/04/2011,"$89,419 ",0% ,China,Shanghai,
E03097,Brooks,Stewart,Male,45,HRIS Analyst,Human Resources,Manufacturing,Black,19/12/2015,"$51,983 ",0% ,United States,Columbus,
E01668,Naomi,Xi,Female,53,Director,Finance,Corporate,Asian,17/02/2002,"$179,494 ",20% ,China,Chongqing,
E03354,Silas,Estrada,Male,49,IT Systems Architect,IT,Corporate,Latino,24/06/2016,"$68,426 ",0% ,Brazil,Rio de Janerio,
E02088,Skylar,Ayala,Female,55,Sr. Manger,Finance,Corporate,Latino,06/02/2017,"$144,986 ",12% ,United States,Phoenix,
E03980,Lydia,Huynh,Female,45,Account Representative,Sales,Speciality Products,Asian,16/08/2000,"$60,113 ",0% ,United States,Chicago,
E00972,Hazel,Cortez,Female,52,HRIS Analyst,Human Resources,Research & Development,Latino,18/04/2021,"$50,548 ",0% ,Brazil,Sao Paulo,
E00824,Everleigh,Adams,Female,33,Analyst II,Marketing,Manufacturing,Caucasian,14/03/2020,"$68,846 ",0% ,United States,Chicago,
E04359,Layla,Salazar,Female,59,Solutions Architect,IT,Corporate,Latino,19/03/2014,"$90,901 ",0% ,United States,Seattle,
E03113,Willow,Chen,Female,50,Manager,Accounting,Corporate,Asian,03/09/2012,"$102,033 ",8% ,United States,Austin,
E01488,Penelope,Griffin,Female,61,Director,Sales,Manufacturing,Caucasian,23/01/2021,"$151,783 ",26% ,United States,Seattle,
E01787,Lillian,Romero,Female,27,Director,Engineering,Corporate,Latino,07/12/2018,"$170,164 ",17% ,United States,Austin,
E03550,Stella,Wu,Female,35,Sr. Manger,Marketing,Speciality Products,Asian,20/02/2014,"$155,905 ",14% ,United States,Phoenix,
E01052,Parker,Vang,Male,40,Analyst,Sales,Corporate,Asian,17/12/2016,"$50,733 ",0% ,United States,Miami,
E04799,Mila,Roberts,Female,30,Sr. Business Partner,Human Resources,Corporate,Caucasian,26/01/2017,"$88,663 ",0% ,United States,Phoenix,
E03402,Isaac,Liu,Male,60,Field Engineer,Engineering,Manufacturing,Asian,13/10/1992,"$88,213 ",0% ,China,Chongqing,
E04128,Jacob,Doan,Male,55,Analyst II,Sales,Speciality Products,Asian,02/08/2021,"$67,130 ",0% ,United States,Miami,
E00013,Raelynn,Ma,Female,33,Sr. Analyst,Finance,Speciality Products,Asian,08/10/2015,"$94,876 ",0% ,United States,Miami,
E03114,Jameson,Juarez,Male,62,Development Engineer,Engineering,Speciality Products,Latino,09/10/1994,"$98,230 ",0% ,United States,Miami,
E04004,Everleigh,Shah,Female,36,Test Engineer,Engineering,Research & Development,Asian,14/12/2018,"$96,757 ",0% ,United States,Columbus,
E04472,Alexander,Foster,Male,35,Analyst II,Marketing,Manufacturing,Black,03/07/2020,"$51,513 ",0% ,United States,Columbus,
E00161,Ryan,Ha,Male,60,Vice President,Marketing,Corporate,Asian,27/01/2007,"$234,311 ",37% ,United States,Miami,
E04417,Chloe,Salazar,Female,45,Sr. Manger,Human Resources,Speciality Products,Latino,22/05/2011,"$152,353 ",14% ,United States,Seattle,
E04536,Layla,Scott,Female,48,Sr. Manger,Accounting,Speciality Products,Caucasian,30/07/2010,"$124,774 ",12% ,United States,Phoenix,
E02534,Leah,Khan,Female,36,Director,Marketing,Corporate,Asian,13/09/2010,"$157,070 ",28% ,China,Chongqing,
E02857,Mason,Jimenez,Male,44,Sr. Manger,Finance,Speciality Products,Latino,08/08/2019,"$130,133 ",15% ,United States,Austin,18/05/2022
E03059,Hailey,Dang,Female,64,Manager,Marketing,Manufacturing,Asian,21/09/2019,"$108,780 ",6% ,China,Shanghai,
E02477,Amelia,Bui,Female,46,Director,Engineering,Speciality Products,Asian,21/10/2020,"$151,853 ",16% ,China,Chengdu,
E00022,Elena,Her,Female,62,Account Representative,Sales,Manufacturing,Asian,17/09/2006,"$64,669 ",0% ,China,Chongqing,
E03370,Ian,Cortez,Male,61,Analyst II,Marketing,Research & Development,Latino,30/04/2008,"$69,352 ",0% ,Brazil,Rio de Janerio,
E00555,Christian,Ali,Male,65,Analyst II,Marketing,Research & Development,Asian,17/10/2001,"$74,631 ",0% ,China,Chongqing,
E03160,Carter,Ortiz,Male,54,Quality Engineer,Engineering,Speciality Products,Latino,29/04/2012,"$96,441 ",0% ,Brazil,Sao Paulo,
E03919,Grayson,Chan,Male,46,Engineering Manager,Engineering,Speciality Products,Asian,20/10/2011,"$114,250 ",14% ,China,Chengdu,
E01724,Nolan,Molina,Male,36,Computer Systems Manager,IT,Corporate,Latino,27/12/2020,"$70,165 ",7% ,Brazil,Manaus,
E04087,Adam,Kaur,Male,60,Manager,IT,Corporate,Asian,29/01/2000,"$109,059 ",7% ,China,Chengdu,
E02856,Amelia,Kaur,Female,30,Operations Engineer,Engineering,Research & Development,Asian,14/11/2015,"$77,442 ",0% ,United States,Columbus,
E03805,Autumn,Gonzales,Female,34,Analyst II,Sales,Corporate,Latino,06/06/2012,"$72,126 ",0% ,Brazil,Manaus,
E00319,Ezra,Wilson,Male,55,Service Desk Analyst,IT,Manufacturing,Caucasian,18/10/2013,"$70,334 ",0% ,United States,Miami,
E01090,Jacob,Cheng,Male,59,Quality Engineer,Engineering,Research & Development,Asian,23/12/2009,"$78,006 ",0% ,United States,Miami,
E04323,Melody,Valdez,Female,28,Director,IT,Manufacturing,Latino,25/01/2021,"$160,385 ",23% ,United States,Miami,18/05/2021
E02687,Caroline,Nelson,Female,36,Vice President,Finance,Corporate,Caucasian,11/01/2014,"$202,323 ",39% ,United States,Chicago,
E01407,Ellie,Guerrero,Female,29,Sr. Manger,Human Resources,Corporate,Latino,13/07/2020,"$141,555 ",11% ,Brazil,Manaus,
E02748,Genesis,Zhu,Female,34,Director,Finance,Speciality Products,Asian,20/07/2020,"$184,960 ",18% ,United States,Seattle,
E01995,Jonathan,Ho,Male,37,Vice President,IT,Manufacturing,Asian,25/06/2011,"$221,592 ",31% ,United States,Columbus,
E01714,Savannah,Park,Female,44,HRIS Analyst,Human Resources,Manufacturing,Asian,28/01/2009,"$53,301 ",0% ,United States,Seattle,
E04491,Nathan,Chan,Male,45,Cloud Infrastructure Architect,IT,Corporate,Asian,02/03/2000,"$91,276 ",0% ,United States,Seattle,
E01076,Sofia,Vu,Female,52,Sr. Manger,Human Resources,Research & Development,Asian,05/09/2017,"$140,042 ",13% ,United States,Austin,
E04131,Ruby,Choi,Female,40,Analyst,Accounting,Manufacturing,Asian,06/12/2018,"$57,225 ",0% ,United States,Columbus,
E02843,Lily,Pena,Female,55,Manager,Human Resources,Speciality Products,Latino,24/02/2010,"$102,839 ",5% ,United States,Miami,
E03758,Liam,Zhang,Male,29,Director,Marketing,Research & Development,Asian,15/09/2021,"$199,783 ",21% ,United States,Chicago,10/04/2022
E02063,Ian,Gutierrez,Male,32,Sr. Business Partner,Human Resources,Research & Development,Latino,09/04/2021,"$70,980 ",0% ,Brazil,Rio de Janerio,
E00638,David,Simmons,Male,51,Manager,Marketing,Corporate,Caucasian,26/01/1997,"$104,431 ",7% ,United States,Phoenix,
E03571,Lincoln,Henderson,Male,28,Business Partner,Human Resources,Speciality Products,Caucasian,27/06/2021,"$48,510 ",0% ,United States,Chicago,
E01820,Nathan,Miller,Male,27,Quality Engineer,Engineering,Speciality Products,Black,28/05/2019,"$70,110 ",0% ,United States,Miami,07/01/2021
